spaceFormID,spaceEditorID,spaceDisplayName,isWorldspace
00198D9C,PackInDummy_TommyGunStorageCell,,0
00199058,,,0
0020C670,,,0
002243B0,PackInDecal_Gunner01SmallStorageCell,,0
0022B5C0,BoSHoldingCell,BoS Holding Cell,0
0003E06E,PackInBarredDbDoorChained01StorageCell,,0
00083FF6,PackInLvlBloatflyAggro1500WallPackInStorageCell,,0
0011849E,PackInEmbankmentIsland_LargeShort01GStorageCell,,0
0012B486,PackInBldPlugJLight01GoboStorageCell,,0
0015B546,zUnusedFalloutShelter02,Shelter,0
00198DA6,,,0
00199062,,,0
002105C2,,,0
000275F8,DebugCompanions,,0
00072E2C,PackInCeilingLight01StorageCell,,0
00089398,PackInDeskLamp02PackInStorageCell,,0
000A5E94,PackInLvlMoleratDefaultPackInStorageCell,,0
000B35D0,PackInDummy_Ammo_5mmStorageCell,,0
000B3DA0,PackInDummy_10mmStorageCell,,0
000E6CDC,COPY0038,,0
0012B490,PackInBldPlugELight01GoboStorageCell,,0
0019906C,,,0
0019F4D0,COPY0221,,0
0021B724,,,0
00220030,,,0
00072E36,PackInLightBulbHanging01StorageCell,,0
0008C08E,COPY0273,,0
00093172,COPY0280,,0
000A007A,zUnusedTheaterLaundromat,Quick Test Cell,0
000A139E,PackInLvlFeralGhoulAggro512CrawlPackInStorageCell,,0
000B35DA,PackInDummy_HandmadeGun_RifleStorageCell,,0
00125A5E,PackInTruckFlatbedMegaloaderStorageCell,,0
0019F4DA,COPY0216,,0
001A4EB2,COPY0249,,0
001DFAEE,,,0
00203B1A,,,0
0003D984,PackInLvlBloodbugAmbushCeilingPackInStorageCell,,0
001A45C0,COPY0245,,0
001A85D0,COPY0251,,0
001DFAF8,,,0
0020F064,,,0
002233D4,,,0
0002CDFB,PackInExitSign01PackInStorageCell,,0
00084D03,PackInLvlFeralGhoulAggro800MantelPackInStorageCell,,0
0018153F,COPY0181,,0
001815A3,COPY0131,,0
00192DB7,COPY0199,,0
00195B07,COPY0206,,0
001B4BE7,COPY0315,,0
001C7783,COPY0334,,0
001DFB03,,,0
001EE6F3,,,0
001F8A9F,,,0
001FAB0B,,,0
002112CF,,,0
00216C43,,,0
0022D2DB,PackInSuperMutantCamp04StorageCell,,0
0022E343,,,0
0024A3B3,ccEEJFO4003,,0
00026FE1,PackInTreeThicket01StorageCell,,0
000E4E8D,COPY0007,,0
0011A281,COPY0056,,0
00181549,COPY0176,,0
001815AD,COPY0126,,0
00192DC1,COPY0197,,0
00195B11,COPY0201,,0
001AAD59,COPY0300,,0
001B0B19,COPY0311,,0
001C778D,COPY0329,,0
001F8AA9,,,0
002112D9,,,0
00232871,,,0
000E4E97,COPY0017,,0
00181553,COPY0171,,0
001815B7,COPY0121,,0
00192DCB,PackInBld04AddFirescape01_PackInStorageCell,,0
001C7797,COPY0324,,0
0009FE55,PackInPrewar_Fancy_CurioWithDoors01StorageCell,,0
000E4EA1,COPY0027,,0
0018155D,COPY0166,,0
001815C1,COPY0116,,0
00198D89,PackInDummy_Weap_All_BigStorageCell,,0
001B193D,COPY0312,,0
001C77A1,COPY0319,,0
00042453,COPY0261,,0
00052A0B,PackInShackWallDoorSet02StorageCell,,0
00057763,DebugJPSA,Companion Situational Awareness,0
00098547,COPY0282,,0
000E4EAB,PackInSpotlight_45_OnNSStorageCell,,0
00170F4B,COPY0094,,0
00181567,COPY0161,,0
00198D93,PackInDummy_Ammo_PlasmaCartridgeStorageCell,,0
0019904F,PackInDummy_Weap_Pipe_All_LongStorageCell,,0
0002B52D,PackInCeilingFanWithLightStorageCell,,0
0008C071,COPY0278,,0
000EACD9,PackInSubwayLightWall03StorageCell,,0
00170F55,COPY0089,,0
00181571,COPY0156,,0
00198D9D,PackInDummy_Ammo_TommyGunStorageCell,,0
00199059,PackInDummy_Weap_LaserGunBlue_PistolStorageCell,,0
0020C671,,,0
00083FF7,PackInLvlBloatflyAggro1500CeilingPackInStorageCell,,0
000B35C7,PackInDummy_HuntingRifleStorageCell,,0
000F7C4F,COPY0047,,0
001601D7,WarehouseIndustrialMachines,The Incredible Machines,0
0018157B,COPY0151,,0
00198DA7,,,0
00199063,,,0
002105C3,,,0
0024A197,ccTOSFO4001,Noir Penthouse,0
0002F295,REHoldingCell,Quick Test Cell,0
00072E2D,PackInCeilingLight02StorageCell,,0
00089399,PackInFloorLampPackInStorageCell,,0
0008E795,PackInOilLampOnPackInStorageCell,,0
000A5E95,PackInLvlMirelurkDefaultPackInStorageCell,,0
000B35D1,PackInDummy_Ammo_556StorageCell,,0
000C4EAD,PackInLvlMirelurkHunterAggro1200GroundDelayedPackInStorageCell,,0
00145D91,PackInVaultDoorConsolePackInStorageCell,,0
00146629,PackInTrapGunWallHorizAutoPackinStorageCell,,0
00181585,COPY0146,,0
00220031,,,0
0024A1A1,ccZSEFO4002Interior01,Quick Test Cell,0
00072E37,PackInRoundLampStorageCell,,0
000A139F,PackInLvlFeralGhoulAggro512GroundPackInStorageCell,,0
000B35DB,PackInDummy_HandmadeGun_Rifle_SAStorageCell,,0
001466FB,PackInTrapGunWallVertShotgunPackinStorageCell,,0
00172297,BostonAirportAliasCell,Airport Alias Cell,0
0018158F,COPY0141,,0
001C776F,COPY0344,,0
001DFAEF,,,0
00203B1B,,,0
001715BD,COPY0099,,0
00181535,COPY0186,,0
00181599,COPY0136,,0
00195AFD,COPY0211,,0
0019DB81,COPY0215,,0
001C7779,COPY0339,,0
001DFAF9,,,0
001F8A95,,,0
0020F065,,,0
002233D5,,,0
0022E339,,,0
000732FC,COPY0266,,0
00140568,COPY0064,,0
00180A50,COPY0111,,0
0019F8D8,COPY0226,,0
001A45CC,COPY0239,,0
001DFB04,,,0
001F8AA0,,,0
001FAB0C,,,0
002112D0,,,0
0022D2DC,,,0
0008C0AE,COPY0269,,0
000E4E8E,COPY0008,,0
00102B82,zUnusedSubwayTerminalShowcase,Terminals & Holotapes:COMMA: Oh My.,0
00180A5A,PackInREPackIn_SceneStorageCell,,0
001A45D6,COPY0234,,0
001F8AAA,PackInGenericExteriorClutter07StorageCell,,0
002112DA,,,0
000E4E98,COPY0018,,0
000E8D7C,COPY0042,,0
001A45E0,COPY0229,,0
001B0B24,COPY0305,,0
0022E09C,,,0
0004244A,COPY0263,,0
000E4EA2,COPY0028,,0
00112726,COPY0051,,0
0017633E,PackInBusStop01StorageCell,,0
00198D8A,,,0
001B0B2E,COPY0299,,0
001F8546,PackInDN136_KlaxonDestPackInStorageCell,,0
0007D284,PackInLvlRadRoachAggro880WallStorageCell,,0
00180244,PackInSpotLightVaultCeilingNSStorageCell,,0
00198D94,,,0
00199050,PackInDummy_WeapMelee_LeadPipeStorageCell,,0
000A050E,PackInLvlMoleratAmbush512ShortDelayedPackInStorageCell,,0
00118496,COPY0055,,0
00175B82,COPY0102,,0
00198D9E,PackInDummy_LaserGunStorageCell,,0
0019905A,PackInDummy_Weap_LaserGunBlue_AutomaticStorageCell,,0
0020C672,,,0
0001D118,COPY0259,,0
00083FF8,PackInLvlBloatflyAmbushGroundPackInStorageCell,,0
0008F59C,PackInCeilingLightHangingCageShortStorageCell,,0
000B35C8,PackInDummy_Food_PackagedStorageCell,,0
000BAF44,PackInDummy_LaserMusketStorageCell,,0
000D1064,BoSAliasCell,Brotherhood of Steel Alias Cell,0
00123E90,COPY0060,,0
0012B488,PackInBldPlugILight01GoboStorageCell,,0
00198DA8,,,0
00199064,PackInDummy_Weap_HuntingRifle_ShortRifleStorageCell,,0
002105C4,,,0
00072E2E,PackInDeskOfficeLampStorageCell,,0
000A5E96,PackInLvlFEVHoundDefaultPackInStorageCell,,0
000C4EAE,PackInLvlMirelurkHunterAggro512GroundDelayedPackInStorageCell,,0
000E6CDE,COPY0035,,0
0012B492,PackInBldPlugDLight01GoboStorageCell,,0
0019F4D2,COPY0220,,0
00220032,,,0
0024A1A2,ccTOSFO4002Interior01,Quick Test Cell,0
00072E38,PackInSubwayLight01StorageCell,,0
0008C090,COPY0272,,0
000B35DC,PackInDummy_HandmadeGun_PistolStorageCell,,0
0014EC30,PackInHITLight01StorageCell,,0
001DFAF0,,,0
001FD9D8,,,0
0020CD34,,,0
0020F124,WarehouseMusic,Quick Test Cell,0
001089F6,COPY0043,,0
001A45C2,COPY0244,,0
001DFAFA,,,0
001F8A96,PackInGenericExteriorClutter27StorageCell,,0
002233D6,,,0
0022443E,,,0
0022E33A,,,0
0002CDFD,PackInEmergencyLights01PackInStorageCell,,0
000CBF4D,COPY0001,,0
00181541,COPY0180,,0
001815A5,COPY0130,,0
00183161,COPY0189,,0
0018AE61,PackInMultiBarredDoorSinglePackIn01StorageCell,,0
00192DB9,PackInBld03FrontBrickACom01_PackInStorageCell,,0
00195B09,COPY0205,,0
001C7785,COPY0333,,0
001DFB05,,,0
001F8AA1,,,0
002112D1,,,0
0022D2DD,,,0
00089427,PackInBloodbugFeedBrahminCorpseStorageCell,,0
000E4E8F,COPY0009,,0
0018154B,COPY0175,,0
001815AF,COPY0125,,0
00192DC3,COPY0196DUPLICATE000,,0
00195B13,COPY0200DUPLICATE000,,0
001C0133,PackInPowerLiftMiniCartPackInStorageCell,,0
001C778F,COPY0328,,0
001F8AAB,,,0
002112DB,,,0
00211D67,PackInGenericExteriorClutter47StorageCell,,0
0021CA73,,,0
000E4E99,COPY0019,,0
00181555,COPY0170,,0
001815B9,COPY0120,,0
001835C1,COPY0191,,0
001C7799,COPY0323,,0
00035B83,PackInCorvegaRoundLampBlueGreenStorageCell,,0
0004AD67,PackInNukaColaMachineStorageCellDUPLICATE000,,0
000E4EA3,COPY0029,,0
000F758F,MS10ElevTrans,Quick Test Cell,0
00123DAB,PackInCorpseYaoGuai01forFeedingStorageCell,,0
0018155F,COPY0165,,0
001815C3,COPY0115,,0
00198D8B,PackInDummy_Weap_All_LongStorageCell,,0
001B193F,COPY0310,,0
002252DB,PackInCanneryRetort01PackInStorageCell,,0
000ED959,COPY0046,,0
00170F4D,COPY0093,,0
00180245,PackInSpotLightVaultCeilingSStorageCell,,0
00181569,COPY0160,,0
00198D95,,,0
00199051,PackInDummy_Weap_LaserMusket_ShortStorageCell,,0
00046663,REHoldingCellTraderRylee,Quick Test Cell,0
000A050F,PackInLvlMoleratAmbush512LongDelayedPackInStorageCell,,0
00170F57,COPY0088,,0
00181573,COPY0155,,0
00198D9F,,,0
0019905B,,,0
0020B02F,,,0
0020C673,PackInGenericExteriorClutter35StorageCell,,0
00083FF9,PackInLvlBloatflyAmbushWallPackInStorageCell,,0
0008A13D,MS13HoldingCell,Quick Test Cell,0
0008F59D,PackInCeilingLightHangingShortStorageCell,,0
000A5E8D,PackInLvlViciousDogDefaultPackInStorageCell,,0
000B35C9,PackInDummy_Drink_NonAlcoholStorageCell,,0
000ED071,COPY0045,,0
00146621,COPY0078,,0
00158029,PackInTesttestestStorageCell,,0
0018157D,COPY0150,,0
00198DA9,,,0
00199065,PackInDummy_Weap_CombatShotgun_ShortRifleStorageCell,,0
00072E2F,PackInFancyLight01PackInStorageCell,,0
0008C087,COPY0276,,0
000A5E97,PackInLvlFeralGhoulDefaultPackInStorageCell,,0
000B35D3,PackInDummy_Ammo_308CaliberStorageCell,,0
000C4EAF,PackInLvlMirelurkHunterAggro1670GroundPackInStorageCell,,0
0014109F,COPY0071,,0
0014662B,PackInTrapGunWallHorizMissilePackinStorageCell,,0
00181587,COPY0145,,0
00220033,,,0
00072E39,PackInSubwayLight02StorageCell,,0
000B35DD,PackInDummy_HandmadeGun_PipeMGStorageCell,,0
00110305,COPY0044,,0
001466FD,PackInTrapGunWallVertMissilePackinStorageCell,,0
00181591,COPY0140,,0
001C7771,COPY0343,,0
001DFAF1,,,0
0020CD35,,,0
0020F05D,,,0
000732F3,COPY0267,,0
001715BF,COPY0098,,0
00181537,COPY0185,,0
0018159B,COPY0135,,0
00195AFF,COPY0210,,0
0019DB83,COPY0214,,0
001C777B,COPY0338,,0
001DFAFB,,,0
001E6D6F,,,0
001F8A97,,,0
002112C7,,,0
002233D7,,,0
0022B5EB,,,0
0022E33B,,,0
0008EC02,PackInCeilingLightHangingCageStorageCell,,0
000F989A,zUnusedGrenades,Cellar,0
0014056A,PackInTreeMapleForest01CrowMarkerPackinStorageCell,,0
00180A52,COPY0110,,0
0019F8DA,COPY0225,,0
001A45CE,COPY0238,,0
001DFB06,,,0
001F8AA2,,,0
002112D2,,,0
0024A2EE,ccZSEFO4VLTInterior01,Quick Test Cell,0
0002B954,zUnusedCave,Breakheart Banks,0
000A342C,PackInLvlFeralGhoulAmbushCrawlFlatPackInStorageCell,,0
000E4E90,COPY0010,,0
001126B0,Vault81HoldingCell,Vault 81 Holding Cell,0
001A45D8,COPY0233,,0
001B0B1C,COPY0309,,0
001F8AAC,,,0
002112DC,,,0
00211D68,PackInGenericExteriorClutter46StorageCell,,0
0021CA74,,,0
0009F426,PackInPrewar_Fancy_BureauWithDoorsStorageCell,,0
000E4E9A,COPY0020,,0
000E67FE,COPY0037,,0
000E8D7E,COPY0041,,0
001439D6,COPY0073,,0
001A45E2,COPY0228,,0
001B0B26,COPY0304,,0
0001D41C,PackInRaiderPatrolPackStorageCell,,0
0004D414,zUnusedFinancial23,Atlantic Offices,0
000E4EA4,COPY0030,,0
00112728,PackInCZSpotlightMainStorageCell,,0
00198D8C,PackInDummy_Weap_All_ShortStorageCell,,0
001A8CA0,COPY0252,,0
001B0B30,COPY0298,,0
00042456,COPY0260,,0
00055CD6,COPY0264,,0
000C2B6A,TheCastleAttackersHoldingCell,Holding Cell,0
00108642,PackInCircuitBreakerPackInStorageCell,,0
0011A496,COPY0056DUPLICATE000,,0
00180246,PackInSpotLightVaultWallSStorageCell,,0
00198D96,PackInDummy_Ammo_LaserMusketStorageCell,,0
00199052,,,0
001E1DF2,,,0
000179F4,PlayerHomeInterior,,0
000928C0,PackInDMPWeapGunPistolAllStorageCell,,0
00118498,COPY0054,,0
0012B480,COPY0003DUPLICATE000,,0
001404D4,PackInGurney01WithCushionStorageCell,,0
00198DA0,PackInDummy_WeapMelee_SledgehammerStorageCell,,0
0019905C,PackInDummy_Weap_LaserGunBlueStorageCell,,0
0020B030,,,0
0020C674,,,0
00083FFA,PackInLvlBloatflyAmbushCeilingPackInStorageCell,,0
0008F59E,PackInSpotlight_45_OnStorageCell,,0
000A5E8E,PackInLvlSynthDefaultPackInStorageCell,,0
000B35CA,PackInDummy_Drink_AlcoholStorageCell,,0
0012B48A,PackInBldPlugHLight01GoboStorageCell,,0
00198DAA,,,0
00199066,,,0
0019F4CA,COPY0224,,0
00072E30,PackInFluorescentLightPackInStorageCell,,0
000A5E98,PackInLvlBloodbugDefaultPackInStorageCell,,0
000C4EB0,PackInLvlMirelurkHunterAggro1200GroundPackInStorageCell,,0
0012B494,PackInBldPlugCLight01GoboStorageCell,,0
0019F4D4,COPY0219,,0
00220034,,,0
0001B2B6,COPY0256,,0
0003D97E,PackInLvlMirelurkAmbushWaterPackInStorageCell,,0
00058986,PackInPortADinerPackinStorageCell,,0
00072E3A,PackInTrackLightsPackInStorageCell,,0
000B35DE,PackInDummy_HandmadeGunStorageCell,,0
00192B4E,COPY0196,,0
001A45BA,COPY0248,,0
001DFAF2,,,0
00203B1E,,,0
0020F05E,,,0
00155870,COPY0063,,0
001A45C4,COPY0243,,0
001DFAFC,,,0
001E6D70,,,0
001F8A98,,,0
002112C8,,,0
002233D8,,,0
0022B5EC,,,0
0022E33C,,,0
002487F0,,,0
0001C397,PackInMutantPackinTestStorageCell,,0
0008EC03,PackInCeilingLightHangingStorageCell,,0
0017D853,COPY0289,,0
00181543,COPY0179,,0
001815A7,COPY0129,,0
00192DBB,PackInBld03CornerBrickACom01_PackInStorageCell,,0
00195B0B,COPY0204,,0
001C7787,COPY0332,,0
001DFB07,,,0
001F8AA3,,,0
002112D3,,,0
0021CA6B,,,0
0024A2EF,ccTOSFO4VLTInterior01,Quick Test Cell,0
0008C0B1,COPY0268DUPLICATE000,,0
000A342D,PackInLvlFeralGhoulAggro800CrawlFlatPackInStorageCell,,0
000E1B01,zUnusedCellar02,Cellar,0
000E4E91,COPY0011,,0
0018154D,COPY0174,,0
001815B1,COPY0124,,0
00192DC5,PackInBld02CornerBrickACom02_PackInStorageCell,,0
001C7791,COPY0327,,0
001F8AAD,,,0
002112DD,,,0
00211D69,,,0
0021CA75,,,0
00056493,PackInRoundLampandBeamStorageCell,,0
000E4E9B,COPY0021,,0
00181557,COPY0169,,0
001815BB,COPY0119,,0
001835C3,COPY0190,,0
001C779B,COPY0322,,0
00000025,NavMeshGenCell,,0
0001F7A9,QASmoke,Tunnels,0
00058955,aaaMarkers,Marker Cell,0
0007D27D,PackInLvlBloodbugAggro650CeilingShortPackInStorageCell,,0
000B2545,COPY0283DUPLICATE000,,0
000E4EA5,COPY0031,,0
00123DAD,PackInCorpseMolerat01forFeedingStorageCell,,0
00170F45,COPY0097,,0
00181561,COPY0164,,0
001815C5,COPY0114,,0
00198D8D,PackInDummy_Chems_PrewarStorageCell,,0
00199049,PackInDummy_Weap_PlasmaGun_RifleAutomaticStorageCell,,0
001E48E1,,,0
0007D287,PackInLvlRadRoachAggro880FloorStorageCell,,0
0008BBBB,COPY0268,,0
000A2E0B,PackInMetalBarrelRadioactive02PACKStorageCell,,0
0012BB1B,COPY0006DUPLICATE000,,0
00170F4F,COPY0092,,0
0018156B,COPY0159,,0
00190CAF,COPY0195,,0
00198D97,PackInDummy_Ammo_GammaGunStorageCell,,0
00199053,,,0
000B40B1,PackInEncSentryBotAggro800PackInStorageCell,,0
00181575,COPY0154,,0
00198DA1,,,0
0019905D,PackInDummy_Weap_LaserGun_SubmachineGunStorageCell,,0
001F9629,,,0
0020B031,,,0
0003E0D7,PackInPfbDoorChained01StorageCell,,0
00065173,PackInShellBrick3Story2x5StorageCell,,0
00083FFB,PackInLvlMirelurkAmbushDirtPackInStorageCell,,0
0008F59F,PackInSpotLight_90_OnStorageCell,,0
000A5E8F,PackInLvlSupermutantDefaultPackInStorageCell,,0
000B35CB,PackInDummy_Drink_AnyStorageCell,,0
001244D3,PackInBoatFishing01PackInStorageCell,,0
00146623,COPY0077,,0
0014C31B,COPY0062,,0
00157F63,WarehouseWorkbenches,Workbench Bonanza,0
0018157F,COPY0149,,0
00198DAB,PackInDummy_HuntingRifle_SniperStorageCell,,0
00199067,,,0
0022FEDB,,,0
00072E31,PackInFluorescentLightThinPackInStorageCell,,0
0008C089,COPY0275,,0
000A1399,PackInLvlFeralGhoulAmbushLayPackInStorageCell,,0
000A5E99,PackInLvlBloatflyDefaultPackInStorageCell,,0
000B35D5,PackInDummy_Ammo_10mmStorageCell,,0
000C4EB1,PackInLvlMirelurkHunterAggro800GroundPackInStorageCell,,0
001410A1,COPY0070,,0
0014662D,PackInTrapGunWallHorizShotgunPackinStorageCell,,0
00181589,COPY0144,,0
001A7045,COPY0290,,0
00230331,,,0
